adult,militaryContract,coal,socialPercentile,furLeather,environmentPercentile,socialScore,esgPerformance,environmentScore,totalEsg,governanceScore,gmo,catholic,controversialWeapons,nuclear,animalTesting,peerCount,highestControversy,peerGroup,percentile,gambling,alcoholic,governancePercentile,pesticides,palmOil,tobacco,smallArms,Stock Ticker,Sector
False,False,False,,False,,7.7,UNDER_PERF,1.38,18.18,9.1,False,False,False,False,True,83,1,Pharmaceuticals,18.34,False,False,,False,False,False,False,ZTS,Health Care,Zoetis
False,False,False,,False,,2.89,UNDER_PERF,2.94,10.97,5.14,False,False,False,False,False,108,0,Real Estate,2.97,False,False,,False,False,False,False,EQR,Real Estate,Equity Residential
False,False,False,,False,,7.73,UNDER_PERF,2.67,16.58,6.18,False,False,False,False,False,55,1,Technology Hardware,13.73,False,False,,False,False,False,False,NTAP,Information Technology,NetApp
False,False,False,,False,,18.26,AVG_PERF,0.11,25.74,7.38,False,False,False,False,True,83,1,Pharmaceuticals,45.06,False,False,,False,False,False,False,INCY,Health Care,Incyte
False,False,False,,False,,7.35,UNDER_PERF,1.06,13.13,4.73,False,False,False,False,False,105,0,Software & Services,6.09,False,False,,False,False,False,False,CDNS,Information Technology,Cadence Design Systems
False,False,False,,False,,14.1,OUT_PERF,9.8,30.94,7.04,False,False,False,False,False,54,2,Machinery,64.59,False,False,,False,False,False,False,EMR,Industrials,Emerson Electric Company
False,False,False,,False,,7.02,UNDER_PERF,1.29,14.24,5.93,False,False,False,False,False,105,3,Software & Services,8.31,False,False,,False,False,False,False,WU,Information Technology,Western Union
False,True,False,,False,,9.95,AVG_PERF,8.32,25.95,7.69,False,False,False,False,False,19,1,Electrical Equipment,46,False,False,,False,False,False,False,AME,Industrials,Ametek
False,False,False,,False,,16.61,AVG_PERF,1.11,29.33,11.61,False,False,False,False,False,175,3,Banks,58.81,False,False,,False,False,False,False,JPM,Financials,JPMorgan Chase
False,False,False,,False,,13.27,AVG_PERF,4.79,28.58,10.52,False,False,False,False,True,58,1,Healthcare,55.86,False,False,,False,False,False,False,HOLX,Health Care,Hologic
False,False,False,,False,,5.48,UNDER_PERF,3.41,14.6,5.72,False,False,False,False,False,17,1,Traders & Distributors,8.93,False,False,,False,False,False,True,GWW,Industrials,W. W. Grainger
False,False,False,,False,,16.53,AVG_PERF,4.8,29.01,7.67,False,False,False,False,True,58,2,Healthcare,57.59,False,False,,False,False,False,False,TFX,Health Care,Teleflex
False,False,False,,False,,11.76,AVG_PERF,4.13,22.71,6.82,False,False,False,False,False,32,1,Commercial Services,33.47,False,False,,False,False,False,False,CPRT,Industrials,Copart
False,False,False,,False,,5.65,UNDER_PERF,0.48,10.78,4.64,False,False,False,False,False,105,1,Software & Services,2.83,False,False,,False,False,False,False,ADBE,Information Technology,Adobe
False,False,False,,False,,16.39,AVG_PERF,0.03,22.86,6.44,False,False,False,False,False,58,3,Healthcare,34.12,False,False,,False,False,False,False,CVS,Health Care,CVS Health
False,False,False,,False,,4.86,OUT_PERF,18.55,32.28,8.86,False,False,False,False,False,15,2,Construction Materials,69.03,False,False,,False,False,False,False,MLM,Materials,Martin Marietta Materials
False,True,False,,False,,17.85,OUT_PERF,12.84,38.98,8.29,False,False,False,False,False,22,2,Aerospace & Defense,85.86,False,False,,False,False,False,False,TDG,Industrials,TransDigm Group
False,False,True,,False,,7.63,AVG_PERF,15.74,29.05,5.69,False,False,False,True,False,107,2,Utilities,57.76,False,False,,False,False,False,False,AEE,Utilities,Ameren Corp
False,False,False,,False,,16.16,AVG_PERF,2.78,28.54,9.61,False,False,False,False,False,37,3,Automobiles,55.73,False,False,,False,False,False,False,TSLA,Consumer Discretionary,Tesla
False,False,False,,False,,11.47,AVG_PERF,1.62,22.9,9.81,False,False,False,False,False,39,3,Media,34.29,False,False,,False,False,False,False,DISH,Communication Services,Dish Network
False,False,False,,False,,8.83,UNDER_PERF,0.13,17.36,8.4,False,False,False,False,False,39,1,Media,15.83,False,False,,False,False,False,False,DISCA,Communication Services,Discovery (Series A)
False,False,False,,False,,16.8,OUT_PERF,8.17,35.14,10.17,False,False,False,False,False,24,2,Construction & Engineering,77.59,False,False,,False,False,False,False,PWR,Industrials,Quanta Services
False,False,False,,False,,15.52,AVG_PERF,3.29,26.54,7.72,False,True,False,False,False,58,2,Healthcare,48.22,False,False,,False,False,False,False,HCA,Health Care,HCA Healthcare
False,False,False,,False,,12.87,AVG_PERF,2.01,27.12,12.25,False,False,False,False,False,175,2,Banks,50.37,False,False,,False,False,False,False,CMA,Financials,Comerica
False,False,False,,False,,14.25,OUT_PERF,5.95,30.03,9.84,False,False,False,False,False,57,3,Retailing,61.58,False,False,,False,False,False,False,AMZN,Consumer Discretionary,Amazon
False,False,False,,False,,11.47,AVG_PERF,0.79,21.91,9.64,False,True,False,False,True,83,3,Pharmaceuticals,30.49,False,False,,False,False,False,False,MRK,Health Care,Merck & Co.
False,False,False,,False,,9.13,OUT_PERF,13.91,30.79,7.75,False,False,False,False,False,31,1,Semiconductors,64.08,False,False,,False,False,False,False,MCHP,Information Technology,Microchip Technology
False,False,False,,False,,10.89,UNDER_PERF,1.33,19.24,7.01,False,False,False,False,True,83,2,Pharmaceuticals,21.59,False,False,,False,False,False,False,IQV,Health Care,IQVIA
False,False,False,,False,,5.59,UNDER_PERF,0.03,11.83,6.21,False,False,False,False,False,55,2,Technology Hardware,4.01,False,False,,False,False,False,False,CSCO,Information Technology,Cisco Systems
False,False,False,,False,,14.74,AVG_PERF,7.45,26.78,4.59,False,False,False,False,True,94,2,Food Products,49.04,False,False,,False,False,False,False,K,Consumer Staples,Kellogg's
False,False,False,,False,,11.96,AVG_PERF,0.72,22,9.31,False,False,False,False,False,89,3,Diversified Financials,30.84,False,False,,False,False,False,False,MS,Financials,Morgan Stanley
False,False,False,,False,,11.36,AVG_PERF,8.05,22.83,3.42,False,False,False,False,False,46,2,Transportation,33.96,False,False,,False,False,False,False,NSC,Industrials,Norfolk Southern
False,False,False,,False,,8.89,UNDER_PERF,0.16,13.03,3.98,False,False,False,False,False,57,1,Retailing,5.85,False,False,,False,False,False,False,ORLY,Consumer Discretionary,O'Reilly Automotive
False,False,False,,False,,10.67,UNDER_PERF,1.48,18.29,6.14,False,False,False,False,True,83,0,Pharmaceuticals,18.68,False,False,,False,False,False,False,WAT,Health Care,Waters Corporation
False,False,False,,False,,7.31,AVG_PERF,8.73,21.06,5.02,False,False,False,False,False,9,2,Homebuilders,27.59,False,False,,False,False,False,False,PHM,Consumer Discretionary,PulteGroup
False,False,False,,False,,7.98,UNDER_PERF,1.61,17.92,8.33,False,False,False,False,False,45,2,Consumer Services,17.6,True,False,,False,False,False,False,LVS,Consumer Discretionary,Las Vegas Sands
False,False,False,,False,,7.35,UNDER_PERF,5.97,18.7,5.38,False,False,False,False,True,94,2,Food Products,19.88,False,True,,False,False,False,False,TAP,Consumer Staples,Molson Coors Beverage Company
False,False,False,,False,,14.37,AVG_PERF,1.62,27.27,11.28,False,False,False,False,False,175,3,Banks,50.84,False,False,,False,False,False,False,BAC,Financials,Bank of America
False,False,False,,False,,8.13,OUT_PERF,20.39,36.25,7.73,False,False,False,False,False,66,1,Oil & Gas Producers,80.84,False,False,,False,False,False,False,EOG,Energy,EOG Resources
False,False,False,,False,,11.52,UNDER_PERF,2.13,18.38,4.73,False,False,False,False,False,35,3,Food Retailers,18.95,False,False,,False,False,False,False,WBA,Consumer Staples,Walgreens Boots Alliance
False,False,False,,False,,12.53,AVG_PERF,0.09,21.55,8.94,False,False,False,False,True,58,2,Healthcare,29.27,False,False,,False,False,False,False,DVA,Health Care,DaVita
False,False,False,,False,,5.76,UNDER_PERF,3.25,14.71,5.7,False,False,False,False,False,108,1,Real Estate,9.11,False,False,,False,False,False,False,EQIX,Real Estate,Equinix
False,False,False,,False,,16.68,OUT_PERF,7.72,31.31,6.91,False,False,False,False,False,45,2,Consumer Services,65.85,False,False,,False,False,False,False,DPZ,Consumer Discretionary,Domino's Pizza
False,False,False,,False,,11.78,AVG_PERF,0.05,20.34,8.51,False,False,False,False,False,89,2,Diversified Financials,25.25,False,False,,False,False,False,False,AXP,Financials,American Express
False,False,False,,False,,9.32,UNDER_PERF,0.05,15.38,6,False,False,False,False,False,39,2,Media,10.58,False,False,,False,False,False,False,IPG,Communication Services,Interpublic Group
False,False,False,,False,,10.42,AVG_PERF,3.15,20.12,6.55,False,False,False,False,True,58,1,Healthcare,24.4,False,False,,False,False,False,False,XRAY,Health Care,Dentsply Sirona
False,False,False,,False,,2.62,UNDER_PERF,3.84,11.6,5.13,False,False,False,False,False,31,1,Semiconductors,3.71,False,False,,False,False,False,False,AMAT,Information Technology,Applied Materials
False,False,False,,False,,9.18,AVG_PERF,0.13,21.79,12.49,False,False,False,False,False,97,2,Insurance,30.06,False,False,,False,False,False,False,AJG,Financials,Arthur J. Gallagher & Co.
False,False,False,,False,,13.05,AVG_PERF,1.25,24.98,10.68,False,False,False,False,False,89,3,Diversified Financials,42.06,False,False,,False,False,False,False,GS,Financials,Goldman Sachs
False,False,False,,False,,5.64,UNDER_PERF,3.25,13.78,4.9,False,False,False,False,False,108,1,Real Estate,7.37,False,False,,False,False,False,False,HST,Real Estate,Host Hotels & Resorts
False,False,False,,False,,8.35,UNDER_PERF,1.66,16.88,6.86,False,False,False,False,False,55,2,Technology Hardware,14.54,False,False,,False,False,False,False,JNPR,Information Technology,Juniper Networks
False,False,False,,False,,13,AVG_PERF,8.1,27.05,5.95,False,False,False,False,False,54,0,Machinery,50.07,False,False,,False,False,False,False,IEX,Industrials,IDEX Corporation
False,False,False,,False,,7.69,AVG_PERF,9.32,24.51,7.49,False,False,False,False,True,77,1,Chemicals,40.31,False,False,,False,False,False,False,PPG,Materials,PPG Industries
False,False,False,,False,,13,AVG_PERF,2.75,25.84,10.09,False,False,False,False,True,58,2,Healthcare,45.49,False,False,,False,False,False,False,BSX,Health Care,Boston Scientific
False,False,False,,False,,5.63,UNDER_PERF,4.36,16.88,6.9,False,False,False,False,False,31,3,Semiconductors,14.57,False,False,,False,False,False,False,INTC,Information Technology,Intel
False,True,False,,False,,19.72,OUT_PERF,7.08,34.68,7.87,False,False,True,False,False,22,4,Aerospace & Defense,76.45,False,False,,False,False,False,False,BA,Industrials,Boeing
False,False,False,,False,,8.91,OUT_PERF,16.08,32.3,7.32,False,False,False,False,False,31,0,Semiconductors,69.12,False,False,,False,False,False,False,QRVO,Information Technology,Qorvo
False,False,False,,False,,4.57,AVG_PERF,14.89,24.6,5.15,False,False,False,False,False,9,3,Paper & Forestry,40.65,False,False,,False,False,False,False,IP,Materials,International Paper
False,False,False,,False,,7.01,AVG_PERF,15.91,28.78,5.87,False,False,False,False,False,39,3,Refiners & Pipelines,56.66,False,False,,False,False,False,False,MPC,Energy,Marathon Petroleum
False,False,False,,False,,5.52,UNDER_PERF,0.13,10.36,4.72,False,False,False,False,False,105,2,Software & Services,2.42,False,False,,False,False,False,False,EA,Communication Services,Electronic Arts
False,False,False,,False,,12.04,LEAD_PERF,24.61,43.44,6.8,False,False,False,False,False,66,2,Oil & Gas Producers,92.58,False,False,,False,False,False,False,OXY,Energy,Occidental Petroleum
False,False,False,,False,,13.1,AVG_PERF,5.57,26.38,7.71,False,False,False,False,False,68,2,Telecommunication Services,47.63,False,False,,False,False,False,False,CHTR,Communication Services,Charter Communications
False,False,False,,False,,12.38,AVG_PERF,3.36,26.46,10.71,False,False,False,False,True,58,1,Healthcare,47.9,False,False,,False,False,False,False,RMD,Health Care,ResMed
False,True,False,,False,,6.72,UNDER_PERF,1.31,14.07,6.03,False,False,True,False,True,105,1,Software & Services,8.01,False,False,,False,False,False,False,LDOS,Industrials,Leidos
False,False,False,,False,,9.08,AVG_PERF,9.46,23.72,5.18,False,False,False,False,True,94,3,Food Products,37.16,False,False,,False,False,False,False,MDLZ,Consumer Staples,Mondelez International
False,False,False,,False,,9.49,UNDER_PERF,4.71,19.83,5.63,False,False,False,False,False,46,1,Transportation,23.41,False,False,,False,False,False,False,CHRW,Industrials,C. H. Robinson
False,False,False,,False,,6.55,UNDER_PERF,4.91,16.01,4.55,False,False,False,False,True,94,3,Food Products,12.12,False,False,,False,False,False,False,PEP,Consumer Staples,PepsiCo
False,False,False,,False,,14.45,AVG_PERF,8.96,28.74,5.32,False,False,False,False,False,94,2,Food Products,56.54,False,False,,False,False,False,False,MKC,Consumer Staples,McCormick & Company
False,False,False,,False,,3.48,UNDER_PERF,3.9,13.89,6.51,False,False,False,False,False,108,0,Real Estate,7.61,False,False,,False,False,False,False,ESS,Real Estate,Essex Property Trust
False,False,False,,False,,6.53,UNDER_PERF,6.53,19.66,6.59,False,True,False,False,True,28,2,Household Products,22.91,False,False,,False,False,False,False,CHD,Consumer Staples,Church & Dwight
False,False,False,,False,,14.01,LEAD_PERF,23.39,46.68,9.28,False,False,False,False,False,66,2,Oil & Gas Producers,95.73,False,False,,False,False,False,False,CTRA,Energy,Coterra
False,False,False,,False,,2.92,UNDER_PERF,5.21,13.2,5.06,False,False,False,False,False,108,0,Real Estate,6.19,False,False,,False,False,False,False,CCI,Real Estate,Crown Castle
False,False,False,,False,,7.14,AVG_PERF,12.09,24.72,5.5,False,False,False,False,False,107,3,Utilities,41.16,False,False,,False,False,False,False,SRE,Utilities,Sempra Energy
False,False,False,,False,,11.52,UNDER_PERF,0.03,17.44,5.89,False,True,False,False,False,58,3,Healthcare,16.11,False,False,,False,False,False,False,UNH,Health Care,UnitedHealth Group
False,False,False,,False,,6.75,UNDER_PERF,0.12,16.75,9.88,False,False,False,False,False,39,2,Media,14.2,False,False,,False,False,False,False,NFLX,Communication Services,Netflix
False,False,False,,False,,8.97,OUT_PERF,17.74,34.41,7.7,False,False,False,False,False,66,2,Oil & Gas Producers,75.74,False,False,,False,False,False,False,DVN,Energy,Devon Energy
False,False,False,,False,,7.04,UNDER_PERF,0.96,18.27,10.26,False,False,False,False,False,97,1,Insurance,18.59,False,False,,False,False,False,False,RE,Financials,Everest Re
False,False,False,,False,,9.76,UNDER_PERF,1.38,17.73,6.59,False,True,False,False,True,83,2,Pharmaceuticals,17.01,False,False,,False,False,False,False,DHR,Health Care,Danaher Corporation
False,False,False,,False,,14.8,OUT_PERF,4.21,30.96,11.94,False,False,False,False,True,58,3,Healthcare,64.62,False,False,,False,False,False,False,SYK,Health Care,Stryker Corporation
False,False,False,,False,,6.21,UNDER_PERF,2.13,14.59,6.24,False,False,False,False,False,89,1,Diversified Financials,8.89,False,False,,False,False,False,False,CME,Financials,CME Group
False,False,False,,False,,9.14,UNDER_PERF,1.17,15.52,5.21,False,False,False,False,False,19,3,Textiles & Apparel,10.9,False,False,,False,False,False,False,PVH,Consumer Discretionary,PVH
False,False,False,,False,,13.94,AVG_PERF,4.97,29.8,10.88,False,False,False,False,True,58,1,Healthcare,60.5,False,False,,False,False,False,False,ISRG,Health Care,Intuitive Surgical
False,False,True,,False,,7.4,AVG_PERF,14.68,27.52,5.43,False,False,False,True,False,107,1,Utilities,51.83,False,False,,False,False,False,False,WEC,Utilities,WEC Energy Group
False,False,False,,False,,4.59,UNDER_PERF,3.73,13.49,5.18,False,False,False,False,False,25,1,Auto Components,6.78,False,False,,False,False,False,False,APTV,Consumer Discretionary,Aptiv
False,False,False,,False,,3.74,UNDER_PERF,5.5,14.51,5.27,False,False,False,False,False,108,1,Real Estate,8.81,False,False,,False,False,False,False,MAA,Real Estate,Mid-America Apartments
False,False,False,,False,,3.44,UNDER_PERF,2.43,10.87,5,False,False,False,False,False,108,0,Real Estate,2.92,False,False,,False,False,False,False,AMT,Real Estate,American Tower
False,False,False,,False,,11.45,AVG_PERF,11.62,29.18,6.11,False,False,False,False,False,94,3,Food Products,58.23,False,False,,False,False,False,False,HRL,Consumer Staples,Hormel
False,False,False,,False,,5.98,UNDER_PERF,3.41,14.52,5.13,False,False,False,False,False,108,0,Real Estate,8.81,False,False,,False,False,False,False,SBAC,Real Estate,SBA Communications
False,False,False,,False,,5.72,UNDER_PERF,0.08,13.25,7.45,False,False,False,False,False,39,2,Media,6.3,False,False,,False,False,False,False,NWSA,Communication Services,News Corp (Class A)
False,False,False,,False,,9.11,OUT_PERF,18.16,32.64,5.37,False,False,False,False,False,77,1,Chemicals,70.19,False,False,,False,False,False,False,CF,Materials,CF Industries
False,False,False,,False,,6.99,UNDER_PERF,2.71,16.8,7.1,False,False,False,False,False,19,3,Textiles & Apparel,14.32,False,False,,False,False,False,False,NKE,Consumer Discretionary,Nike
False,False,False,,False,,7.67,UNDER_PERF,0.67,15.53,7.19,False,False,False,False,True,58,2,Healthcare,10.97,False,False,,False,False,False,False,LH,Health Care,LabCorp
False,False,False,,False,,7.19,AVG_PERF,9.34,22.55,6.02,False,False,False,False,False,9,2,Homebuilders,32.89,False,False,,False,False,False,False,DHI,Consumer Discretionary,D. R. Horton
False,False,False,,False,,7.38,UNDER_PERF,1.39,14.39,5.63,False,False,False,False,False,19,2,Textiles & Apparel,8.59,False,False,,False,False,False,False,HBI,Consumer Discretionary,Hanesbrands
False,False,False,,False,,11.83,AVG_PERF,1.87,24.39,10.69,False,False,False,False,False,89,2,Diversified Financials,39.85,False,False,,False,False,False,False,NTRS,Financials,Northern Trust
False,False,False,,False,,8.39,AVG_PERF,1.75,21.16,11.02,False,False,False,False,False,97,2,Insurance,27.86,False,False,,False,False,False,False,PGR,Financials,Progressive Corporation
False,False,False,,False,,8.88,OUT_PERF,21.98,38.81,7.96,False,False,False,False,False,71,2,Oil & Gas Producers,82.83,False,False,,False,False,False,False,APA,Energy,APA Corporation
False,False,False,,False,,13.39,AVG_PERF,2.72,23.41,7.31,False,False,False,False,False,68,3,Telecommunication Services,36.1,False,False,,False,False,False,False,TMUS,Communication Services,T-Mobile US
False,False,False,,False,,9.34,AVG_PERF,7.46,23.29,6.5,False,False,False,False,False,107,3,Utilities,35.68,False,False,,False,False,False,False,ED,Utilities,Consolidated Edison
False,False,False,,False,,6.12,UNDER_PERF,1.85,16.91,8.95,False,False,False,False,False,97,2,Insurance,14.65,False,False,,False,False,False,False,LNC,Financials,Lincoln National
False,False,True,,False,,7.16,OUT_PERF,17.83,30.55,5.56,False,False,False,True,False,107,2,Utilities,63.21,False,False,,False,False,False,False,AEP,Utilities,American Electric Power
False,False,False,,False,,10.26,UNDER_PERF,1.07,17.85,6.52,False,False,False,False,False,105,2,Software & Services,17.37,False,False,,False,False,False,False,FLT,Information Technology,Fleetcor
False,False,False,,False,,10.16,AVG_PERF,2.33,24.03,11.54,False,False,False,False,False,89,2,Diversified Financials,38.34,False,False,,False,False,False,False,SCHW,Financials,Charles Schwab Corporation
False,False,False,,False,,9.41,AVG_PERF,12.91,28.98,6.66,False,False,False,False,True,77,2,Chemicals,57.44,False,False,,False,False,False,False,SHW,Materials,Sherwin-Williams
False,False,False,,False,,7.9,UNDER_PERF,0.06,18.76,10.79,False,False,False,False,False,97,2,Insurance,20.04,False,False,,False,False,False,False,MMC,Financials,Marsh & McLennan
False,False,False,,False,,12.49,UNDER_PERF,1.26,19.23,5.47,False,False,False,False,False,105,1,Software & Services,21.51,False,False,,False,False,False,False,FFIV,Information Technology,F5 Networks
False,False,True,,False,,10.64,OUT_PERF,15.68,33.46,7.14,False,False,False,True,False,107,2,Utilities,72.65,False,False,,False,False,False,False,SO,Utilities,Southern Company
False,False,False,,False,,18.63,AVG_PERF,0.16,25.71,6.93,False,False,False,False,False,32,4,Commercial Services,45,False,False,,False,False,False,False,EFX,Industrials,Equifax
False,False,False,,False,,9.17,UNDER_PERF,0.1,12.97,3.7,False,False,False,False,False,57,2,Retailing,5.74,False,False,,False,False,False,False,AAP,Consumer Discretionary,Advance Auto Parts
False,False,False,,False,,4.28,UNDER_PERF,2.75,12.22,5.2,False,True,False,False,False,108,0,Real Estate,4.52,False,False,,False,False,False,False,VTR,Real Estate,Ventas
False,False,False,,False,,12.98,AVG_PERF,4.66,24.59,6.94,False,False,False,False,True,94,2,Food Products,40.59,False,False,,False,False,True,False,MO,Consumer Staples,Altria Group
False,False,False,,False,,15.85,OUT_PERF,1.71,30.05,12.49,False,False,False,False,False,175,3,Banks,61.64,False,False,,False,False,False,False,USB,Financials,U.S. Bancorp
False,False,False,,False,,8.35,UNDER_PERF,1.23,14.28,4.7,False,False,False,False,False,19,2,Textiles & Apparel,8.42,False,False,,False,False,False,False,TPR,Consumer Discretionary,Tapestry
False,False,False,,False,,3.8,UNDER_PERF,1.59,10.66,5.26,False,False,False,False,False,55,1,Technology Hardware,2.13,False,False,,False,False,False,False,STX,Information Technology,Seagate Technology
False,False,False,,False,,8.97,OUT_PERF,18.17,36.08,8.95,False,False,False,False,False,66,1,Oil & Gas Producers,80.42,False,False,,False,False,False,False,PXD,Energy,Pioneer Natural Resources
False,False,False,,False,,8.56,UNDER_PERF,3.27,17.11,5.28,False,False,False,False,False,57,2,Retailing,15.11,False,False,,False,False,False,False,DG,Consumer Discretionary,Dollar General
False,False,False,,False,,10.73,AVG_PERF,3.1,20.84,7.01,False,True,False,False,True,58,2,Healthcare,26.93,False,False,,False,False,False,False,COO,Health Care,The Cooper Companies
False,False,False,,False,,12.48,UNDER_PERF,0.15,19.12,6.49,False,False,False,False,False,105,4,Software & Services,21.2,False,False,,False,False,False,False,ATVI,Communication Services,Activision Blizzard
False,False,False,,False,,5.76,UNDER_PERF,0.03,11.59,5.8,False,False,False,False,False,58,2,Healthcare,3.71,False,False,,False,False,False,False,ANTM,Health Care,Anthem
False,False,False,,False,,4.63,UNDER_PERF,3.7,11.66,3.32,False,False,False,False,False,57,2,Retailing,3.78,False,False,,False,False,False,False,LOW,Consumer Discretionary,Lowe's
False,False,False,,False,,7.41,UNDER_PERF,3.4,15.08,4.27,False,False,False,False,False,57,2,Retailing,9.88,False,False,,False,False,False,False,DLTR,Consumer Discretionary,Dollar Tree
False,False,False,,False,,7.21,UNDER_PERF,2.03,14.84,5.61,False,False,False,False,False,57,2,Retailing,9.36,False,False,,False,False,False,False,TJX,Consumer Discretionary,TJX Companies
False,False,False,,False,,7.58,UNDER_PERF,3.3,15.95,5.08,False,False,False,False,False,54,1,Machinery,12.05,False,False,,False,False,False,False,XYL,Industrials,Xylem
False,False,False,,False,,5.59,UNDER_PERF,2.14,13.48,5.76,False,False,False,False,False,58,2,Healthcare,6.73,False,False,,False,False,False,False,HSIC,Health Care,Henry Schein
False,False,False,,False,,5.5,AVG_PERF,11.51,24.81,7.81,False,False,False,False,True,77,2,Chemicals,41.51,False,False,,False,False,False,False,EMN,Materials,Eastman Chemical
False,False,False,,False,,10.72,AVG_PERF,12.43,28.26,5.11,False,False,False,False,False,94,2,Food Products,54.63,False,False,,False,False,False,False,MNST,Consumer Staples,Monster Beverage
False,False,False,,False,,2.24,LAG_PERF,2.03,9.35,5.08,False,False,False,False,False,55,1,Technology Hardware,1.83,False,False,,False,False,False,False,KEYS,Information Technology,Keysight Technologies
False,False,False,,False,,12.04,AVG_PERF,4.93,23.68,6.72,False,False,False,False,False,68,2,Telecommunication Services,37,False,False,,False,False,False,False,LUMN,Communication Services,Lumen Technologies
False,False,False,,False,,7.1,UNDER_PERF,0.07,14.4,7.24,False,False,False,False,False,39,2,Media,8.61,False,False,,False,False,False,False,DIS,Communication Services,The Walt Disney Company
False,False,False,,False,,7.3,UNDER_PERF,6.31,19.68,6.08,False,False,False,False,False,19,1,Electrical Equipment,22.97,False,False,,False,False,False,False,ROK,Industrials,Rockwell Automation
False,False,False,,False,,7.17,UNDER_PERF,0.05,11.34,4.12,False,False,False,False,False,57,2,Retailing,3.41,False,False,,False,False,False,False,AZO,Consumer Discretionary,AutoZone
False,False,False,,False,,5.73,AVG_PERF,10.39,22.82,6.71,False,False,False,False,True,77,2,Chemicals,33.92,False,False,,False,False,False,False,IFF,Materials,International Flavors & Fragrances
False,False,False,,False,,8.13,UNDER_PERF,7.94,19.95,3.88,False,False,False,False,False,45,2,Consumer Services,23.8,False,False,,False,False,False,False,HLT,Consumer Discretionary,Hilton Worldwide
False,False,False,,False,,14.05,AVG_PERF,5.03,24.32,5.25,False,False,False,False,False,45,3,Consumer Services,39.54,False,False,,False,False,False,False,CMG,Consumer Discretionary,Chipotle Mexican Grill
False,False,False,,False,,12.31,AVG_PERF,11.53,29.22,5.38,False,False,False,False,False,46,2,Transportation,58.47,False,False,,False,False,False,False,AAL,Industrials,American Airlines Group
False,False,False,,False,,11.14,UNDER_PERF,1.27,18.23,5.83,False,False,False,False,False,105,1,Software & Services,18.49,False,False,,False,False,False,False,FIS,Information Technology,Fidelity National Information Services
False,False,False,,False,,7.23,UNDER_PERF,3.83,16.07,5.01,False,False,False,False,False,57,2,Retailing,12.3,False,False,,False,False,False,False,ULTA,Consumer Discretionary,Ulta Beauty
False,True,False,,False,,15.7,AVG_PERF,7.47,28.49,5.32,False,False,True,False,False,22,3,Aerospace & Defense,55.56,False,False,,False,False,False,True,NOC,Industrials,Northrop Grumman
False,False,False,,False,,7.98,UNDER_PERF,1.68,16.56,6.9,False,False,False,False,False,89,2,Diversified Financials,13.7,False,False,,False,False,False,False,ICE,Financials,Intercontinental Exchange
False,False,False,,False,,12.76,AVG_PERF,0.02,20.62,7.85,False,True,False,False,True,83,2,Pharmaceuticals,26.14,False,False,,False,False,False,False,BIIB,Health Care,Biogen
False,False,False,,False,,13.46,AVG_PERF,0.05,23.22,9.71,False,False,False,False,False,89,4,Diversified Financials,35.37,False,False,,False,False,False,False,COF,Financials,Capital One Financial
False,False,False,,False,,5.9,UNDER_PERF,1.51,12.17,4.75,False,False,False,False,True,58,3,Healthcare,4.42,False,False,,False,False,False,False,CAH,Health Care,Cardinal Health
False,False,False,0,False,0,13.34,,8.15,25.98,4.49,False,False,False,False,False,45,2,Consumer Services,46.2,False,False,0,False,False,False,False,DRI,Consumer Discretionary,Darden Restaurants
False,False,False,0,False,0,6.25,LAG_PERF,4.8,18.93,7.88,False,False,False,False,False,31,1,Semiconductors,20.61,False,False,0,False,False,False,False,XLNX,Information Technology,Xilinx
False,False,False,0,False,0,14.37,,0.05,21.21,6.79,False,False,False,False,False,32,2,Commercial Services,28.02,False,False,0,False,False,False,False,INFO,Industrials,IHS Markit
